#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	0.226551	2.426102	2.600234	2.161957	1.45823	1.1183385	6.219999	5.112846	2.6105895	2.5580342	2.6088349	1.8198785	6.350809	7.9545735	2.86399	9.10322	3.745229	1.0230998	2.858298	1.469336	2.543718	0.8299736	4.3480503	2.460081	2.927896	1.976299	2.1986495	2.533727	2.71086	1.384176	6.93425	1.613466	9.157225	1.246344	2.7954201
DNA polymerase I%2C thermostable	58.907201	58.574	23.0150059	34.2340677	37.851087	35.4310528	36.91977	32.263249	50.433668	22.044953	13.755038	24.420118	43.829203	28.120527	27.546221	24.93907	34.33949	25.7089146	18.4052705	34.3486022	15.6640969	22.6672977	33.597991	35.700205	13.7131976	14.795776	21.722434	8.675832	31.916158	40.886341	23.235362	21.463041	21.5687707	20.875804	9.0014438
Thiosulfate sulfurtransferase GlpE	317.3655933	441.6209238	404.614919	411.723826	384.6014998	368.8085374	461.8593539	400.4626624	438.3166992	423.4915676	431.81152947	455.78434028	427.0467558	397.29554928	469.3368705	440.1036165	405.2744726	372.11626731	299.4937144	353.5482256	292.243872	364.3771455	398.5565639	427.6583492	369.8324749	344.6249509	345.7077932	448.3243814	407.8663049	396.12158239	404.6716385	331.1429583	412.5258012	420.1190763	287.85199423
Putative Rieske 2Fe-2S iron-sulfur protein	0.350283	0.0	3.413406	2.756519	1.699119	2.808632	0.0	0.056184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.20857	1.95471	0.47594	0.0	1.476593	0.0	0.9721067	0.0464363	0.0	1.19111	0.0	1.19449	0.72493	0.0	2.055	0.389809	0.614102	4.776805	0.0517233	0.0
Putrescine oxidase	13.758294	38.9703714	8.40897	12.089172	11.6147167	17.037451	10.1827738	11.38598	37.7041148	17.9161354	19.5939552	10.3944894	12.241891	10.4747742	19.938111	20.728868	23.3109479	11.3856273	11.882129	16.386239	8.1409001	13.006747	18.180771	11.4979709	17.397001	14.155831	16.9908136	14.9587654	24.5381108	17.1406004	18.143052	14.724011	26.7557226	25.027058	12.141165
Dimethylglycine N-methyltransferase	0.699437	5.446603	2.1677459	1.7668723	1.5911837	1.311213	4.661151	6.344178	4.331205	4.59004	2.144405	5.78472	5.49463	2.416716	1.68846	7.3217	4.245266	1.904213	1.9714392	2.886985	1.6770048	1.97761	4.125685	4.02994	4.054387	7.39329	1.9217328	2.167815	4.160028	8.575441	6.151681	6.592941	4.996203	2.851275	1.312247
KDP operon transcriptional regulatory protein KdpE	8.469697	24.497501	34.42481	59.384702	33.365498	29.18669	24.3967	15.310286	20.75804	18.315153	9.46227	38.509871	37.822144	25.445898	5.79925	24.059601	26.00605	9.65926	15.7849	16.53569	10.287271	3.71713	27.8878	34.2634	9.319593	23.581208	5.059212	13.0808	18.6251	12.8297699	13.14827	17.66462	11.266972	22.1766107	13.18038
Propanediol diffusion facilitator	0.0785291	2.756	0.208828	0.0	0.0	0.0604207	0.971733	2.416926	2.162053	0.468855	0.534036	0.0605716	0.939861	5.285587	1.050562	0.234632	0.561018	0.580806	1.43751	0.487609	1.53918	0.0746221	2.436436	1.207602	0.0	0.0875552	1.485646	0.447956	0.176211	0.247911	2.609763	0.626326	0.0533262	0.36941	0.8550429
C4-dicarboxylic acid transporter DauA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48317	0.3981	1.41043	0.463826	0.0	0.0	1.39431	0.0	1.53551	0.0	2.45216
Deoxyribodipyrimidine photo-lyase	373.0686394	376.5423934	290.2715922	338.4325861	345.0166142	338.1084898	376.24154596	362.1078539	359.966983	311.2807302	362.8855658	353.54797716	368.3113044	362.29738902	380.85191936	348.8797428	348.9594727	314.5646398	322.3822244	297.2192165	285.2466533	370.3680438	336.6405581	355.61725036	288.8751467	307.8860222	320.4641886	421.7914525	347.770606	248.199427	336.6426897	274.391914	318.2826955	281.1956802	295.6628473
CRISPR-associated endonuclease Cas6	0.0	0.0	0.297583	0.0	0.453224	0.0	0.224739	1.111009	0.687101	0.719564	0.812056	0.0	1.58499	0.522168	0.0	2.276592	3.986015	0.501353	0.367156	0.811254	0.213118	0.103783	0.351221	2.175357	0.0	0.0	0.43231	0.212425	0.593836	0.676208	1.63486	0.0	0.230222	7.957677	0.0
CRISPR-associated endonuclease Cas1	291.596849	403.2760706	317.6444347	252.0703723	298.8287647	319.641174	337.808596	346.4396079	419.1333878	300.1146761	359.33956359	280.6796332	317.4248432	314.3535363	378.2559946	305.7518647	307.5827012	245.6495898	260.8575858	253.3207223	233.0344018	311.22596	307.6297347	282.1287728	339.9066593	305.9835148	297.6795646	322.8481345	364.2211316	319.8287663	350.9436389	271.6938278	322.7364849	335.6467298	281.2903946
CRISPR-associated endonuclease Cas2	27.245329	51.896013	30.841191	29.806685	30.878898	24.727798	42.8529116	41.520043	45.866663	17.853391	70.1185497	44.14952	36.949795	42.607269	39.720535	52.085809	70.687717	21.626048	36.799648	21.227003	32.561419	25.209006	45.533885	36.860316	49.663771	59.182246	47.510081	46.913397	61.043433	28.997366	45.617368	48.806208	59.249167	55.254455	37.392425
Mycocerosic acid synthase	24.454244	1.22721	12.064542	5.134066	4.7204	6.98836	12.73708	8.43125	0.376429	3.76569	5.447274	11.2458	3.399024	7.830711	1.455383	5.75236	9.683323	7.965	3.28993	11.82459	2.188398	4.690263	23.820856	10.9137	0.123848	3.14083	0.0	1.790949	2.659623	9.51619	2.54403	4.178609	5.131509	1.12865	8.256625
CRISPR-associated endonuclease Cas9	14.05983	41.7757875	60.491363	78.3581862	55.9345871	52.0351435	37.4427975	29.6970928	37.9952073	33.7586668	25.5132972	44.1319732	65.6515105	49.91173	27.2111965	47.8324	50.198092	23.572818	32.248668	35.99614	24.8021904	18.587531	39.3596027	48.0400171	24.450303	19.0064958	13.78029	35.6406064	23.2885781	33.02105	50.200384	42.1589563	39.483652	44.8372636	22.383537
2-haloalkanoic acid dehalogenase	0.2660485	0.328531	0.7755975	1.22546	0.3611625	0.559472	0.491256	1.176124	0.537393	0.672019	0.123553	0.155834	0.60224	0.0674322	1.10785	0.353645	0.328977	0.6975059	0.658552	0.762797	0.692391	0.3989054	0.6005916	0.645665	0.884723	8.172256	0.380769	0.670883	4.62671	0.2957908	0.326242	0.6711155	0.313176	0.538969	0.0
Fructosamine kinase FrlD	19.0064133	35.2867013	17.0287558	22.4190694	18.7955301	19.6461006	27.7912878	23.8083929	50.8004676	13.5289013	16.844191	35.577227	26.8092722	24.5680948	21.069945	28.339657	28.892335	14.1642027	12.541864	14.3133496	15.84274	7.933793	19.1050234	31.3329775	23.849826	21.578881	23.759979	30.307876	24.286202	19.105289	26.805094	20.295424	19.403726	26.340061	30.151969
Swarming motility regulation protein RssB	0.0	0.948784	0.223905	0.0963694	0.0855175	0.121504	0.130482	0.385117	1.2818	0.418949	0.0607136	0.121909	0.681953	0.446608	0.154608	0.151392	0.527522	0.769307	0.98321	0.238433	1.21687	0.190881	0.367353	0.404419	0.0	0.0177141	0.694645	0.0800741	0.284026	0.498979	2.07844	0.471939	0.192626	0.260286	0.0648617
Siroheme synthase	226.7119707	178.5238996	103.9192013	102.5262036	162.8052837	144.9574176	160.9582682	154.6191986	186.2857121	130.88729511	153.3710766	162.2709586	148.8525111	162.7595695	234.8116413	179.6819888	122.8424931	153.7878837	124.9303055	159.3265006	123.0543115	170.6386659	165.9363562	172.00578882	143.4690454	170.9876257	177.7174894	199.5778803	216.5053157	82.5931457	130.1469497	89.9254566	126.2369315	125.1398875	125.72354189
Response regulator receiver protein	0.0	0.742847	0.0	0.0	0.399469	0.455054	0.0	0.0	0.803814	0.0	0.0	0.0	0.0	0.0	0.0	0.343414	0.0	0.447343	0.988886	0.0	0.756393	0.179118	0.0	0.373905	0.0	0.0	0.0	1.49926	0.0	0.0	0.750592	0.0	0.0	0.343722	0.0
Cobalt-precorrin-4 C(11)-methyltransferase	65.2032573	93.5805422	47.8838464	42.611278	61.85514	54.8444473	68.0987483	75.7341481	94.159355	50.0833949	83.6131978	63.4993843	65.7571311	66.5862372	99.0915887	78.7038906	64.106458	51.620227	62.1333866	45.8880413	50.0128327	79.3471092	57.4141872	68.067686	75.1315478	101.0461948	83.1114268	144.2945465	134.3005284	46.9102973	69.4588337	32.1608125	64.2653348	57.3576713	54.9625229
Putative type-1 restriction enzyme specificity protein MG438	0.617935	0.148589	1.599	2.21967	1.15696	1.13248	0.0979394	0.0	0.424431	0.0	0.0455793	0.183215	0.256099	0.273407	0.0	0.227382	0.0377381	1.40278	0.459192	0.215024	0.539991	2.47332	0.0	0.273486	0.192864	0.0265002	0.429922	0.120375	0.0533376	0.0299958	0.240367	0.0946216	0.676153	0.027939	0.0324864
4-hydroxyproline 2-epimerase	0.800193	2.235384	4.344162	1.883173	3.038621	2.394641	4.21913	2.616477	2.370284	2.99979	1.9624965	2.285979	2.835865	4.51558	4.530476	4.90525	4.045343	8.171296	3.039545	5.739231	1.67045	1.147289	4.99417	2.150984	7.273945	0.5178406	1.210368	2.50571	2.399988	3.243936	6.849969	2.078361	3.707835	1.662181	3.058687
Methionyl-tRNA formyltransferase	219.9165176	272.3408393	290.7456891	285.725618	278.6718084	263.9674228	256.5394055	240.6592989	258.2398712	305.1554822	325.9309169	265.167315	300.9053562	297.5750847	221.3403736	315.2378293	313.9293176	212.849259	218.2322371	249.5182516	224.0792995	215.71324591	222.234126	281.0376779	228.2877103	212.6176816	239.8249985	286.7192532	258.058125	322.63143436	301.23151667	330.2380113	272.2185176	319.0155411	265.6926252
Putative coenzyme F420-dependent oxidoreductase	560.87083397	360.9914879	295.946061116	292.028777204	319.614102731	361.0726237	350.525141685	340.499255643	372.7006877	294.374093824	385.0563793	388.8020592	309.094653548	341.439870566	375.449562756	320.462003632	230.6629721	354.5536991	269.659502344	384.812530689	252.778938757	349.539327557	399.035151	383.683041886	275.1779656	312.277464409	317.486218999	504.567555554	415.052050525	173.825702281	268.8269508	191.992423514	255.660981049	246.341762527	343.953632012
Propionyl-CoA carboxylase regulator	0.0	3.17689	0.0	0.0	0.0	0.0	0.509576	0.672065	3.15667	0.373497	0.956664	0.0	0.730212	0.0504747	2.631309	5.628185	4.311333	0.992077	15.381249	0.0	18.284531	1.809826	1.352097	0.0612066	4.272394	6.309	2.900487	0.360282	0.42936	4.53222	17.018148	2.475626	0.390379	5.68371	3.5041689
Ribonuclease VapC35	0.0	1.25888	0.0	0.0	0.0	0.0	3.67925	0.0	0.0	0.0	0.0	0.0	0.0	1.02526	1.52969	0.0	1.51851	0.0	0.0	1.51746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2191	0.0	0.0	0.0	0.0	0.0
Ribonuclease VapC37	0.0	0.0	0.0	0.0	1.77934	0.0	1.54037	2.87053	0.0	1.75475	0.0	0.0	0.0	0.0	0.0	0.794565	0.532466	0.0	0.0	0.0	0.0	0.0	1.28928	1.60092	0.0	1.49899	4.42034	0.435906	1.12959	0.0	0.87338	7.31856	0.960109	0.0	1.38456
Ribonuclease VapC32	0.0	0.53654	2.59387	1.88713	0.575529	0.0	7.3937	4.27708	4.39832	2.42858	0.819851	1.47291	4.06552	2.736605	1.98685	5.977406	1.543235	0.0	0.0	1.362455	0.625495	0.0	2.086231	1.719621	1.375232	5.065168	1.168813	3.53961	1.838118	1.17049	3.310224	1.843931	12.52068	2.205835	0.645294
tRNA-Asn(att)	2.50329	1.07931	0.0	0.0	0.578842	0.660074	2.75208	1.02639	0.579646	0.571302	2.32465	0.0	0.0	0.0	1.99775	0.490915	0.0	0.0	4.87042	0.641609	3.31111	0.762084	1.32794	0.539147	0.0	1.85779	1.65113	0.543648	1.86586	0.0	1.09024	0.866918	0.0	0.495585	0.572672
Energy-coupling factor transporter transmembrane protein BioN	3.716708	1.983539	1.083149	1.31222	2.262915	1.748072	1.522293	2.769636	2.914144	1.083941	1.174804	2.212894	1.810306	2.041192	1.957947	3.221958	3.65361	4.29451	4.96302	2.200338	6.38818	19.249714	2.221763	1.094263	2.439104	2.290272	3.4737	1.331988	2.248907	4.851694	1.06687	3.44598	1.85281	1.778833	2.313302
Sarcosine/dimethylglycine N-methyltransferase	30.641981	95.5391572	110.5858433	167.456884	98.944487	90.5609184	107.9298547	84.311314	79.253995	83.672287	61.0017001	130.84554	134.345986	95.268276	51.7731224	97.5396264	81.422362	34.4888383	61.52693	61.2408217	47.8600956	35.472985	99.046078	132.048495	52.344047	52.730264	31.88186	71.9964136	62.330723	56.94682746	61.51887537	51.243127	63.472394	65.8854928	105.605671
Metallo-beta-lactamase L1 type 3	6.928368	40.745348	29.7934	15.85269	21.32835	26.56142	10.806299	32.559593	28.392648	23.517575	19.904889	30.371265	9.312761	8.307795	19.09981	23.06352	15.263472	19.24417	18.313774	26.723181	14.4525745	13.559596	29.031422	14.696991	28.353544	22.678565	26.034119	8.097439	19.4154303	30.728689	8.733588	27.8326	25.599769	9.1883453	27.90579
Putative niacin/nicotinamide transporter NaiP	13.5836533	39.8091304	14.0627	14.827305	17.1195471	20.2502888	22.178873	26.4383922	44.195067	28.003733	48.8981946	35.624361	33.323776	30.342248	38.092692	40.441474	38.564995	17.5260953	14.3420466	21.1206328	18.524281	12.92521	29.343225	30.812897	31.066254	27.9834009	37.6421272	80.724432	55.061046	18.5771972	43.67373	19.996319	43.9533215	25.0517903	34.1071635
Aminopeptidase PepS	0.4083497	0.368026	0.31235	0.465299	0.4537767	0.3440248	4.4838183	4.621272	1.081962	0.5665799	1.73032	3.858686	2.826989	1.9136161	1.64398	7.539247	2.235757	0.3195471	1.0110977	0.1699153	1.6311632	0.4750606	2.3963961	2.668799	5.25078	7.670914	8.200365	7.20516	10.913931	4.083435	4.075486	1.728126	2.3273308	2.89159	1.836077
Alpha-1%2C4-glucan:maltose-1-phosphate maltosyltransferase 1	1.477464	10.439292	3.413037	3.008699	3.817548	3.834445	12.092806	9.661446	9.488538	3.190814	4.473446	3.114124	12.261197	5.890055	8.309333	3.382786	5.650405	1.084785	5.835459	4.510823	4.36328	2.659009	3.093977	4.534978	2.531443	2.385685	2.194838	4.619475	2.636038	4.263854	5.836885	3.439571	2.452544	5.964738	5.102271
Alpha-1%2C4-glucan:maltose-1-phosphate maltosyltransferase 2	14.508104	15.23119	32.31049	23.422564	20.116446	27.10798	22.72628	19.42517	10.97576	39.34407	48.444312	27.116926	35.29388	41.440814	19.593446	52.82478	57.00121	22.48627	25.781204	20.65131	22.810148	29.906259	25.18851	34.96301	39.14019	41.22683	26.399641	30.554789	29.85957	60.42023	51.9752	63.38998	51.26271	59.75104	26.078956
Antitoxin	2.03508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6297	0.0	0.0	1.63308	0.0	0.0	1.73613	0.0	1.62078	2.85478	0.600612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29421	0.0	0.0	0.0	1.23604	0.0
Acetophenone carboxylase gamma subunit	617.429252	464.3702003	329.4400445	363.7333115	368.943638	362.5550347	430.5100137	405.6748302	481.5714994	353.6292328	417.3498882	458.6321549	359.5320437	371.64202477	419.9607016	390.0339071	321.7217602	368.0912134	322.8891984	409.3116301	286.806844	324.01321612	409.1664977	421.60880395	315.5191332	396.2877025	361.3282404	400.3391615	403.6781912	257.87037378	311.6109823	246.3493037	320.4441439	305.5979804	383.042892
Sialidase	1.7173142	4.3334333	9.270359	8.245608	6.552834	5.3246204	5.4571973	4.6781295	5.3661871	14.669852	9.251678	12.877901	9.534076	10.354277	7.811799	11.05254	6.9246471	5.0448189	8.3942	4.0360647	5.728319	5.0349374	10.455607	10.0559799	4.533505	5.835012	8.2218819	6.0922342	7.1075203	4.0703255	11.17058	9.709631	6.245778	8.112347	8.784477
Cephalosporin-C deacetylase	12.6726	0.546639	3.87044	9.34211	9.96654	9.35998	15.5958	9.86728	1.7609	5.20819	0.0	12.5577	3.00549	6.66972	2.6962	0.496935	1.33546	14.6388	1.48107	12.9957	0.0	6.42651	38.0969	8.18929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51298	0.611483	0.0	0.0
Diaminobutyrate--2-oxoglutarate transaminase	0.0	0.0	0.0	0.0	1.596853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.400386	0.0	1.63308	7.9812	2.39134	0.0	7.694489	0.0	0.106422	0.0	0.0	0.0	2.046249	2.17221	4.300989	0.425888	3.70534	0.211779	2.1274	2.540806	5.15384	0.690046	0.0
HTH-type transcriptional regulator LrpC	469.8927982	340.2997101	275.699502	307.4381665	325.173141	313.5730645	325.5407143	324.5307082	349.0591943	252.2186383	254.77644288	313.2401991	270.9371053	276.31700704	367.1247447	262.4869614	213.6445935	372.530361	306.2710814	369.1523363	303.2823772	422.3478819	315.6796486	273.85862067	284.2682682	313.8064215	327.0984596	323.7209143	382.9795197	171.9241453	211.8829216	173.306293	221.1976091	195.781889579	282.80586534
Multidrug resistance protein NorM	23.1550442	34.4379065	28.8296786	17.5170677	31.4165541	44.2074178	44.25305141	44.6582908	38.5219287	30.9277985	60.951005	45.9784661	35.0389509	29.3345289	53.21405482	48.3020718	35.1364052	39.9359895	33.4575045	39.9944916	30.5077827	57.3494606	28.8971375	34.99436256	33.146565	33.4195301	36.57272	95.438633	59.354703	23.718066	42.45407	26.4205869	32.9162958	32.6665932	35.6692385
RNA-binding protein Hfq	0.0	0.0	0.205899	0.0	0.0	0.215726	0.0	0.0	0.0	0.231127	0.132191	0.0	0.277435	0.0606671	0.0	7.24063	2.097855	0.0	0.250685	0.0	0.0734748	0.0	0.183699	0.0741972	0.961969	2.158764	2.047716	0.502588	1.62593	1.760944	2.79313	0.231672	7.447611	0.709848	1.4125683
Oxygen regulatory protein NreC	34.304667	37.328601	116.287461	141.76401	112.9419514	96.375973	39.8052755	45.2968764	50.4190996	49.1849544	40.483046	62.0535782	58.9666604	50.8550559	37.9479592	49.0425375	55.0228705	78.4608087	46.9658227	87.8037322	46.8351362	55.9482587	91.7722194	45.2173761	35.016317	39.8927086	20.2211539	20.8354403	38.410271	37.5144221	67.350046	47.3422108	40.8592756	52.618505	19.0422235
Regulatory protein RepA	0.0	4.14807	0.0	0.0	0.0	0.0	12.1858	14.1053	3.49414	1.26015	2.75765	0.170504	0.0794518	0.0462631	1.04457	0.0	4.2277053	0.03263	0.0474684	0.0	0.0	0.0	0.0	0.056559	0.11965	0.0	0.0	0.0	0.0248204	0.0837445	0.0559185	0.0	0.0	3.2200311	0.907015
Lipoyl synthase	287.8499444	277.5174383	213.4297092	268.033633	222.3101904	205.3353723	272.2152992	231.8055094	260.7889194	221.21926731	213.6040884	252.5710412	266.4648448	236.545707	244.6950973	235.770843	194.4255201	253.6730072	176.6817747	272.7767757	171.0167914	246.6969803	243.6991048	257.06848062	193.8297257	177.0492873	206.1817585	248.429736127	224.279845	129.4204697	161.6697589	154.5051375	173.3051771	180.131461	199.91075359
tRNA-Ala(agc)	3.225513	4.087197	5.7925609	6.1738154	4.5174625	5.4585192	5.342439	8.337866	3.693856	4.538466	10.087369	9.871384	4.777564	2.652182	5.529494	7.807856	5.655538	8.6197868	9.012074	3.966274	3.297228	7.888456	5.78671	4.189103	6.2483226	6.8703843	3.480408	7.156074	8.433123	6.984412	5.4764189	10.524076	4.471667	4.3339918	4.695272
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	6.801665	33.8711651	51.271904	30.983892	26.4254588	26.4787202	37.3279593	39.831659	27.0521114	59.071666	72.425364	27.578968	58.884707	60.8880477	24.798464	77.510621	46.362938	15.015355	37.977229	16.829316	34.8118188	23.9196696	41.83135	47.082907	46.121532	47.743966	60.551517	44.005153	39.070351	87.668423	96.142928	84.059888	56.415559	70.699725	44.089116
Blasticidin-S deaminase	40.3463815	90.8379761	20.0267234	31.970152	36.756299	29.0767216	62.63464	57.7268145	84.090708	28.809651	26.8976956	49.3273761	54.2977354	38.2249786	69.0860907	34.732314	31.924585	26.3410146	28.8438271	24.6637674	18.742488	37.51841	30.4547893	33.3259631	32.9137072	26.0202992	33.386398	45.463638	18.9577955	14.7751497	15.5005236	22.2572801	27.0706854	21.3747798	43.481819
Tetracycline repressor protein class D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.181917	12.055	0.520603	0.0	6.13728	0.0	0.0	0.0	0.0	0.314866	0.0
putative cardiolipin synthase YwiE	23.2212905	34.054283	53.340233	78.486811	52.197788	48.149853	36.811968	25.154136	32.121669	26.427234	15.394671	41.493374	47.462031	34.808371	25.435754	31.22188	35.771552	26.215782	24.283702	38.418719	18.714277	27.6975986	39.33155	39.731833	22.209488	15.965461	14.902259	18.736345	12.932402	18.723574	20.482904	22.5383744	14.032046	26.460094	17.460892
N-acetyl-alpha-D-glucosaminyl L-malate synthase	616.9134892	589.4050353	680.1560742	771.8344386	651.5816958	570.2669323	618.145695492	554.3004325	552.5581791	719.148468	643.7534658	652.5959255	749.5822236	687.7736737	500.3230736	675.5886943	568.3591335	502.3555154	545.9670906	611.9100833	506.4252584	445.90890851	645.6594664	711.8706312	507.4248982	496.2046755	467.2399869	521.4860791	482.9505771	517.0186366	611.905182	528.0660726	522.1217072	692.7929907	518.1915951
2-methylfumaryl-CoA isomerase	0.0	1.40078	0.0	2.00359	1.42978	1.63821	0.0	1.17567	0.0	3.07805	0.0	0.0	0.0	1.14562	1.71276	0.0	0.0	0.0	0.0	0.0	1.49745	0.580966	1.14084	0.0	0.0	0.0	0.0	2.89094	0.0	0.0	0.0	0.0	1.53141	0.0	0.0
DNA topoisomerase 4 subunit A	0.145214	2.18794	3.3439967	1.32513	1.7952086	1.6442902	4.96135	3.88455	2.111301	3.3062468	2.4052783	1.45788	3.147696	4.214217	2.6214401	7.64299	4.18984	0.647843	2.503608	2.96319	3.066119	0.4230106	4.557205	1.6943554	1.222385	2.066297	1.552	1.828314	3.34522	0.893899	5.71503	0.9705484	9.56803	1.325893	3.060651
DNA topoisomerase 4 subunit B	2.814075	6.378532	6.587588	5.027268	3.235396	3.41418	8.870732	7.65931	9.295122	7.241788	7.2843	4.644456	7.256344	9.062181	5.1338069	12.690296	9.129315	4.448457	5.627949	1.957968	2.768431	2.730306	8.894615	5.714868	6.774836	4.989181	2.673179	2.751663	4.04472	3.280874	8.15785	3.886743	15.984845	2.629122	4.528039
Putative thiamine pyrophosphate-containing protein YdaP	77.972951	63.182432	54.639829	57.095282	50.005427	51.419367	44.898414	46.216912	64.3437	48.503415	52.304022	53.510783	43.851418	40.1907927	56.867628	60.123992	36.963531	53.072125	32.8496557	60.630275	34.053993	32.299029	42.422875	49.081711	43.160086	57.453495	30.356032	103.2461991	74.3750337	23.8536505	49.196433	27.540026	42.098462	46.789766	43.094756
tRNA-Lys(ttt)	172.2181666	277.5139307	241.6060957	209.4185856	199.8452734	218.3456852	281.8209676	254.8348356	251.995435	259.7362362	236.4542501	240.6679296	281.5900769	230.6503012	259.0777161	234.080762	231.8236003	221.978924	183.2421655	194.8286343	183.689035	209.1308815	231.3539811	242.1873103	195.3711999	188.5870543	214.3423466	257.2913697	207.3966458	151.6465224	204.5426062	208.2860966	209.7943164	211.7652275	208.3340925
putative adenylyl-sulfate kinase	36.3506055	87.3429244	77.877532	104.8676199	62.035757	60.3014353	50.750782	50.7537617	88.8186018	54.0188419	60.2594828	60.3978388	68.1331906	50.7379403	38.648988	61.8136049	70.074905	35.4599291	42.4947033	43.0776935	33.7628663	35.1948128	57.37060612	68.683143	38.2447226	59.0633265	53.6791543	54.5855065	58.9140869	37.9743949	74.7330088	52.482362	68.4610624	71.2928059	42.3749254
